pair,x,y,z,w,dwdq1,dwdq2,dwdq3
8835, 0.300,0.300,0.700,0.250,-22.500,-22.500,-52.500
8836, 0.300,0.300,0.700,0.000,-0.000,-0.000,-0.000
8837, 0.300,0.300,0.700,0.005,-0.250,-0.250,-0.583
8838, 0.300,0.300,0.700,0.050,-3.198,-3.198,-7.462
8839, 0.300,0.300,0.700,0.005,-0.250,-0.250,-0.583
8840, 0.300,0.300,0.700,0.050,-3.198,-3.198,-7.462
8841, 0.300,0.300,0.700,0.005,-0.250,-0.250,-0.583
8842, 0.300,0.300,0.800,0.005,-0.250,-0.250,-0.666
8843, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8844, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8845, 0.300,0.300,0.800,0.000,-0.000,-0.000,-0.000
8846, 0.300,0.300,0.800,0.250,-22.500,-22.500,-60.000
8847, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8848, 0.300,0.300,0.800,0.005,-0.250,-0.250,-0.666
8849, 0.300,0.300,0.800,0.250,-22.500,-22.500,-60.000
8850, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8851, 0.300,0.300,0.800,0.250,-22.500,-22.500,-60.000
8852, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8853, 0.300,0.300,0.800,0.250,-22.500,-22.500,-60.000
8854, 0.300,0.300,0.800,0.000,-0.000,-0.000,-0.000
8855, 0.300,0.300,0.800,0.005,-0.250,-0.250,-0.666
8856, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8857, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8858, 0.300,0.300,0.800,0.005,-0.250,-0.250,-0.666
8859, 0.300,0.300,0.800,0.250,-22.500,-22.500,-60.000
8860, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8861, 0.300,0.300,0.800,0.000,-0.000,-0.000,-0.000
8862, 0.300,0.300,0.800,0.005,-0.250,-0.250,-0.666
8863, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8864, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8865, 0.300,0.300,0.800,0.005,-0.250,-0.250,-0.666
8866, 0.300,0.300,0.800,0.250,-22.500,-22.500,-60.000
8867, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8868, 0.300,0.300,0.800,0.000,-0.000,-0.000,-0.000
8869, 0.300,0.300,0.800,0.005,-0.250,-0.250,-0.666
8870, 0.300,0.300,0.800,0.050,-3.198,-3.198,-8.528
8871, 0.300,0.300,0.800,0.005,-0.250,-0.250,-0.666
8872, 0.300,0.300,0.900,0.000,-0.000,-0.000,-0.000
8873, 0.300,0.300,0.900,0.005,-0.250,-0.250,-0.750
8874, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8875, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8876, 0.300,0.300,0.900,0.250,-22.500,-22.500,-67.500
8877, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8878, 0.300,0.300,0.900,0.250,-22.500,-22.500,-67.500
8879, 0.300,0.300,0.900,0.250,-22.500,-22.500,-67.500
8880, 0.300,0.300,0.900,0.005,-0.250,-0.250,-0.750
8881, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8882, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8883, 0.300,0.300,0.900,0.250,-22.500,-22.500,-67.500
8884, 0.300,0.300,0.900,0.005,-0.250,-0.250,-0.750
8885, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8886, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8887, 0.300,0.300,0.900,0.250,-22.500,-22.500,-67.500
8888, 0.300,0.300,0.900,0.000,-0.000,-0.000,-0.000
8889, 0.300,0.300,0.900,0.005,-0.250,-0.250,-0.750
8890, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8891, 0.300,0.300,0.900,0.005,-0.250,-0.250,-0.750
8892, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8893, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8894, 0.300,0.300,0.900,0.250,-22.500,-22.500,-67.500
8895, 0.300,0.300,0.900,0.000,-0.000,-0.000,-0.000
8896, 0.300,0.300,0.900,0.005,-0.250,-0.250,-0.750
8897, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8898, 0.300,0.300,0.900,0.005,-0.250,-0.250,-0.750
8899, 0.300,0.300,0.900,0.050,-3.198,-3.198,-9.594
8900, 0.300,0.300,0.900,0.005,-0.250,-0.250,-0.750
8901, 0.300,0.300,1.000,0.005,-0.250,-0.250,-0.833
8902, 0.300,0.300,1.000,0.050,-3.198,-3.198,-10.660
8903, 0.300,0.300,1.000,0.050,-3.198,-3.198,-10.660
8904, 0.300,0.300,1.000,0.000,-0.000,-0.000,-0.000
8905, 0.300,0.300,1.000,0.250,-22.500,-22.500,-75.000
8906, 0.300,0.300,1.000,0.050,-3.198,-3.198,-10.660
8907, 0.300,0.300,1.000,0.250,-22.500,-22.500,-75.000
8908, 0.300,0.300,1.000,0.250,-22.500,-22.500,-75.000
8909, 0.300,0.300,1.000,0.005,-0.250,-0.250,-0.833
8910, 0.300,0.300,1.000,0.050,-3.198,-3.198,-10.660
8911, 0.300,0.300,1.000,0.050,-3.198,-3.198,-10.660
8912, 0.300,0.300,1.000,0.250,-22.500,-22.500,-75.000
8913, 0.300,0.300,1.000,0.000,-0.000,-0.000,-0.000
8914, 0.300,0.300,1.000,0.005,-0.250,-0.250,-0.833
8915, 0.300,0.300,1.000,0.050,-3.198,-3.198,-10.660
8916, 0.300,0.300,1.000,0.050,-3.198,-3.198,-10.660
8917, 0.300,0.300,1.000,0.250,-22.500,-22.500,-75.000
8918, 0.300,0.300,1.000,0.000,-0.000,-0.000,-0.000
8919, 0.300,0.300,1.000,0.005,-0.250,-0.250,-0.833
8920, 0.300,0.300,1.000,0.050,-3.198,-3.198,-10.660
8921, 0.300,0.400,0.000,0.050,-3.198,-4.264,-0.000
8922, 0.300,0.400,0.000,0.005,-0.250,-0.333,-0.000
8923, 0.300,0.400,0.000,0.250,-22.500,-30.000,-0.000
8924, 0.300,0.400,0.000,0.050,-3.198,-4.264,-0.000
8925, 0.300,0.400,0.000,0.250,-22.500,-30.000,-0.000
8926, 0.300,0.400,0.000,0.050,-3.198,-4.264,-0.000
8927, 0.300,0.400,0.000,0.050,-3.198,-4.264,-0.000
8928, 0.300,0.400,0.000,0.005,-0.250,-0.333,-0.000
8929, 0.300,0.400,0.000,0.250,-22.500,-30.000,-0.000
8930, 0.300,0.400,0.000,0.250,-22.500,-30.000,-0.000
8931, 0.300,0.400,0.000,0.050,-3.198,-4.264,-0.000
8932, 0.300,0.400,0.000,0.050,-3.198,-4.264,-0.000
8933, 0.300,0.400,0.000,0.005,-0.250,-0.333,-0.000
8934, 0.300,0.400,0.000,0.250,-22.500,-30.000,-0.000
8935, 0.300,0.400,0.000,0.050,-3.198,-4.264,-0.000
8936, 0.300,0.400,0.000,0.050,-3.198,-4.264,-0.000
8937, 0.300,0.400,0.000,0.005,-0.250,-0.333,-0.000
8938, 0.300,0.400,0.000,0.000,-0.000,-0.000,-0.000
8939, 0.300,0.400,0.100,0.005,-0.250,-0.333,-0.083
8940, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8941, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8942, 0.300,0.400,0.100,0.250,-22.500,-30.000,-7.500
8943, 0.300,0.400,0.100,0.005,-0.250,-0.333,-0.083
8944, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8945, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8946, 0.300,0.400,0.100,0.250,-22.500,-30.000,-7.500
8947, 0.300,0.400,0.100,0.005,-0.250,-0.333,-0.083
8948, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8949, 0.300,0.400,0.100,0.250,-22.500,-30.000,-7.500
8950, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8951, 0.300,0.400,0.100,0.250,-22.500,-30.000,-7.500
8952, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8953, 0.300,0.400,0.100,0.005,-0.250,-0.333,-0.083
8954, 0.300,0.400,0.100,0.250,-22.500,-30.000,-7.500
8955, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8956, 0.300,0.400,0.100,0.005,-0.250,-0.333,-0.083
8957, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8958, 0.300,0.400,0.100,0.005,-0.250,-0.333,-0.083
8959, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8960, 0.300,0.400,0.100,0.250,-22.500,-30.000,-7.500
8961, 0.300,0.400,0.100,0.005,-0.250,-0.333,-0.083
8962, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8963, 0.300,0.400,0.100,0.000,-0.000,-0.000,-0.000
8964, 0.300,0.400,0.100,0.050,-3.198,-4.264,-1.066
8965, 0.300,0.400,0.100,0.005,-0.250,-0.333,-0.083
8966, 0.300,0.400,0.200,0.005,-0.250,-0.333,-0.167
8967, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8968, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8969, 0.300,0.400,0.200,0.005,-0.250,-0.333,-0.167
8970, 0.300,0.400,0.200,0.250,-22.500,-30.000,-15.000
8971, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8972, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8973, 0.300,0.400,0.200,0.005,-0.250,-0.333,-0.167
8974, 0.300,0.400,0.200,0.250,-22.500,-30.000,-15.000
8975, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8976, 0.300,0.400,0.200,0.250,-22.500,-30.000,-15.000
8977, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8978, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8979, 0.300,0.400,0.200,0.005,-0.250,-0.333,-0.167
8980, 0.300,0.400,0.200,0.250,-22.500,-30.000,-15.000
8981, 0.300,0.400,0.200,0.250,-22.500,-30.000,-15.000
8982, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8983, 0.300,0.400,0.200,0.005,-0.250,-0.333,-0.167
8984, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8985, 0.300,0.400,0.200,0.005,-0.250,-0.333,-0.167
8986, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8987, 0.300,0.400,0.200,0.005,-0.250,-0.333,-0.167
8988, 0.300,0.400,0.200,0.250,-22.500,-30.000,-15.000
8989, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8990, 0.300,0.400,0.200,0.050,-3.198,-4.264,-2.132
8991, 0.300,0.400,0.200,0.005,-0.250,-0.333,-0.167
8992, 0.300,0.400,0.200,0.000,-0.000,-0.000,-0.000
8993, 0.300,0.400,0.300,0.005,-0.250,-0.333,-0.250
8994, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
8995, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
8996, 0.300,0.400,0.300,0.250,-22.500,-30.000,-22.500
8997, 0.300,0.400,0.300,0.005,-0.250,-0.333,-0.250
8998, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
8999, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
9000, 0.300,0.400,0.300,0.250,-22.500,-30.000,-22.500
9001, 0.300,0.400,0.300,0.005,-0.250,-0.333,-0.250
9002, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
9003, 0.300,0.400,0.300,0.250,-22.500,-30.000,-22.500
9004, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
9005, 0.300,0.400,0.300,0.250,-22.500,-30.000,-22.500
9006, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
9007, 0.300,0.400,0.300,0.005,-0.250,-0.333,-0.250
9008, 0.300,0.400,0.300,0.250,-22.500,-30.000,-22.500
9009, 0.300,0.400,0.300,0.000,-0.000,-0.000,-0.000
9010, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
9011, 0.300,0.400,0.300,0.005,-0.250,-0.333,-0.250
9012, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
9013, 0.300,0.400,0.300,0.005,-0.250,-0.333,-0.250
9014, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
9015, 0.300,0.400,0.300,0.250,-22.500,-30.000,-22.500
9016, 0.300,0.400,0.300,0.005,-0.250,-0.333,-0.250
9017, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
9018, 0.300,0.400,0.300,0.000,-0.000,-0.000,-0.000
9019, 0.300,0.400,0.300,0.050,-3.198,-4.264,-3.198
9020, 0.300,0.400,0.300,0.005,-0.250,-0.333,-0.250
9021, 0.300,0.400,0.400,0.005,-0.250,-0.333,-0.333
9022, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9023, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9024, 0.300,0.400,0.400,0.005,-0.250,-0.333,-0.333
9025, 0.300,0.400,0.400,0.250,-22.500,-30.000,-30.000
9026, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9027, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9028, 0.300,0.400,0.400,0.005,-0.250,-0.333,-0.333
9029, 0.300,0.400,0.400,0.250,-22.500,-30.000,-30.000
9030, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9031, 0.300,0.400,0.400,0.250,-22.500,-30.000,-30.000
9032, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9033, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9034, 0.300,0.400,0.400,0.005,-0.250,-0.333,-0.333
9035, 0.300,0.400,0.400,0.250,-22.500,-30.000,-30.000
9036, 0.300,0.400,0.400,0.250,-22.500,-30.000,-30.000
9037, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9038, 0.300,0.400,0.400,0.005,-0.250,-0.333,-0.333
9039, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9040, 0.300,0.400,0.400,0.005,-0.250,-0.333,-0.333
9041, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9042, 0.300,0.400,0.400,0.005,-0.250,-0.333,-0.333
9043, 0.300,0.400,0.400,0.250,-22.500,-30.000,-30.000
9044, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9045, 0.300,0.400,0.400,0.050,-3.198,-4.264,-4.264
9046, 0.300,0.400,0.400,0.005,-0.250,-0.333,-0.333
9047, 0.300,0.400,0.400,0.000,-0.000,-0.000,-0.000
9048, 0.300,0.400,0.500,0.005,-0.250,-0.333,-0.417
9049, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9050, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9051, 0.300,0.400,0.500,0.250,-22.500,-30.000,-37.500
9052, 0.300,0.400,0.500,0.005,-0.250,-0.333,-0.417
9053, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9054, 0.300,0.400,0.500,0.000,-0.000,-0.000,-0.000
9055, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9056, 0.300,0.400,0.500,0.250,-22.500,-30.000,-37.500
9057, 0.300,0.400,0.500,0.005,-0.250,-0.333,-0.417
9058, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9059, 0.300,0.400,0.500,0.250,-22.500,-30.000,-37.500
9060, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9061, 0.300,0.400,0.500,0.250,-22.500,-30.000,-37.500
9062, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9063, 0.300,0.400,0.500,0.005,-0.250,-0.333,-0.417
9064, 0.300,0.400,0.500,0.250,-22.500,-30.000,-37.500
9065, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9066, 0.300,0.400,0.500,0.005,-0.250,-0.333,-0.417
9067, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9068, 0.300,0.400,0.500,0.005,-0.250,-0.333,-0.417
9069, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9070, 0.300,0.400,0.500,0.250,-22.500,-30.000,-37.500
9071, 0.300,0.400,0.500,0.005,-0.250,-0.333,-0.417
9072, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9073, 0.300,0.400,0.500,0.000,-0.000,-0.000,-0.000
9074, 0.300,0.400,0.500,0.050,-3.198,-4.264,-5.330
9075, 0.300,0.400,0.500,0.005,-0.250,-0.333,-0.417
9076, 0.300,0.400,0.600,0.005,-0.250,-0.333,-0.500
9077, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9078, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9079, 0.300,0.400,0.600,0.005,-0.250,-0.333,-0.500
9080, 0.300,0.400,0.600,0.250,-22.500,-30.000,-45.000
9081, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9082, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9083, 0.300,0.400,0.600,0.005,-0.250,-0.333,-0.500
9084, 0.300,0.400,0.600,0.250,-22.500,-30.000,-45.000
9085, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9086, 0.300,0.400,0.600,0.250,-22.500,-30.000,-45.000
9087, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9088, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9089, 0.300,0.400,0.600,0.005,-0.250,-0.333,-0.500
9090, 0.300,0.400,0.600,0.250,-22.500,-30.000,-45.000
9091, 0.300,0.400,0.600,0.250,-22.500,-30.000,-45.000
9092, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9093, 0.300,0.400,0.600,0.000,-0.000,-0.000,-0.000
9094, 0.300,0.400,0.600,0.005,-0.250,-0.333,-0.500
9095, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9096, 0.300,0.400,0.600,0.005,-0.250,-0.333,-0.500
9097, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9098, 0.300,0.400,0.600,0.005,-0.250,-0.333,-0.500
9099, 0.300,0.400,0.600,0.250,-22.500,-30.000,-45.000
9100, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9101, 0.300,0.400,0.600,0.050,-3.198,-4.264,-6.396
9102, 0.300,0.400,0.600,0.005,-0.250,-0.333,-0.500
9103, 0.300,0.400,0.600,0.000,-0.000,-0.000,-0.000
9104, 0.300,0.400,0.700,0.005,-0.250,-0.333,-0.583
9105, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9106, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9107, 0.300,0.400,0.700,0.250,-22.500,-30.000,-52.500
9108, 0.300,0.400,0.700,0.005,-0.250,-0.333,-0.583
9109, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9110, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9111, 0.300,0.400,0.700,0.250,-22.500,-30.000,-52.500
9112, 0.300,0.400,0.700,0.005,-0.250,-0.333,-0.583
9113, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9114, 0.300,0.400,0.700,0.250,-22.500,-30.000,-52.500
9115, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9116, 0.300,0.400,0.700,0.250,-22.500,-30.000,-52.500
9117, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9118, 0.300,0.400,0.700,0.005,-0.250,-0.333,-0.583
9119, 0.300,0.400,0.700,0.250,-22.500,-30.000,-52.500
9120, 0.300,0.400,0.700,0.000,-0.000,-0.000,-0.000
9121, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9122, 0.300,0.400,0.700,0.005,-0.250,-0.333,-0.583
9123, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9124, 0.300,0.400,0.700,0.005,-0.250,-0.333,-0.583
9125, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9126, 0.300,0.400,0.700,0.250,-22.500,-30.000,-52.500
9127, 0.300,0.400,0.700,0.005,-0.250,-0.333,-0.583
9128, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9129, 0.300,0.400,0.700,0.000,-0.000,-0.000,-0.000
9130, 0.300,0.400,0.700,0.050,-3.198,-4.264,-7.462
9131, 0.300,0.400,0.700,0.005,-0.250,-0.333,-0.583
9132, 0.300,0.400,0.800,0.005,-0.250,-0.333,-0.666
9133, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9134, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9135, 0.300,0.400,0.800,0.005,-0.250,-0.333,-0.666
9136, 0.300,0.400,0.800,0.250,-22.500,-30.000,-60.000
9137, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9138, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9139, 0.300,0.400,0.800,0.005,-0.250,-0.333,-0.666
9140, 0.300,0.400,0.800,0.000,-0.000,-0.000,-0.000
9141, 0.300,0.400,0.800,0.250,-22.500,-30.000,-60.000
9142, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9143, 0.300,0.400,0.800,0.250,-22.500,-30.000,-60.000
9144, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9145, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9146, 0.300,0.400,0.800,0.005,-0.250,-0.333,-0.666
9147, 0.300,0.400,0.800,0.250,-22.500,-30.000,-60.000
9148, 0.300,0.400,0.800,0.250,-22.500,-30.000,-60.000
9149, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9150, 0.300,0.400,0.800,0.000,-0.000,-0.000,-0.000
9151, 0.300,0.400,0.800,0.005,-0.250,-0.333,-0.666
9152, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9153, 0.300,0.400,0.800,0.005,-0.250,-0.333,-0.666
9154, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9155, 0.300,0.400,0.800,0.005,-0.250,-0.333,-0.666
9156, 0.300,0.400,0.800,0.250,-22.500,-30.000,-60.000
9157, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9158, 0.300,0.400,0.800,0.050,-3.198,-4.264,-8.528
9159, 0.300,0.400,0.800,0.005,-0.250,-0.333,-0.666
9160, 0.300,0.400,0.800,0.000,-0.000,-0.000,-0.000
9161, 0.300,0.400,0.900,0.005,-0.250,-0.333,-0.750
9162, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9163, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9164, 0.300,0.400,0.900,0.250,-22.500,-30.000,-67.500
9165, 0.300,0.400,0.900,0.005,-0.250,-0.333,-0.750
9166, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9167, 0.300,0.400,0.900,0.000,-0.000,-0.000,-0.000
9168, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9169, 0.300,0.400,0.900,0.250,-22.500,-30.000,-67.500
9170, 0.300,0.400,0.900,0.005,-0.250,-0.333,-0.750
9171, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9172, 0.300,0.400,0.900,0.250,-22.500,-30.000,-67.500
9173, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9174, 0.300,0.400,0.900,0.250,-22.500,-30.000,-67.500
9175, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9176, 0.300,0.400,0.900,0.005,-0.250,-0.333,-0.750
9177, 0.300,0.400,0.900,0.250,-22.500,-30.000,-67.500
9178, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9179, 0.300,0.400,0.900,0.005,-0.250,-0.333,-0.750
9180, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9181, 0.300,0.400,0.900,0.005,-0.250,-0.333,-0.750
9182, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9183, 0.300,0.400,0.900,0.250,-22.500,-30.000,-67.500
9184, 0.300,0.400,0.900,0.005,-0.250,-0.333,-0.750
9185, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9186, 0.300,0.400,0.900,0.000,-0.000,-0.000,-0.000
9187, 0.300,0.400,0.900,0.050,-3.198,-4.264,-9.594
9188, 0.300,0.400,0.900,0.005,-0.250,-0.333,-0.750
9189, 0.300,0.400,1.000,0.005,-0.250,-0.333,-0.833
9190, 0.300,0.400,1.000,0.050,-3.198,-4.264,-10.660
9191, 0.300,0.400,1.000,0.050,-3.198,-4.264,-10.660
9192, 0.300,0.400,1.000,0.250,-22.500,-30.000,-75.000
9193, 0.300,0.400,1.000,0.050,-3.198,-4.264,-10.660
9194, 0.300,0.400,1.000,0.005,-0.250,-0.333,-0.833
9195, 0.300,0.400,1.000,0.000,-0.000,-0.000,-0.000
9196, 0.300,0.400,1.000,0.250,-22.500,-30.000,-75.000
9197, 0.300,0.400,1.000,0.050,-3.198,-4.264,-10.660
9198, 0.300,0.400,1.000,0.250,-22.500,-30.000,-75.000
9199, 0.300,0.400,1.000,0.050,-3.198,-4.264,-10.660
9200, 0.300,0.400,1.000,0.250,-22.500,-30.000,-75.000
9201, 0.300,0.400,1.000,0.005,-0.250,-0.333,-0.833
9202, 0.300,0.400,1.000,0.050,-3.198,-4.264,-10.660
9203, 0.300,0.400,1.000,0.050,-3.198,-4.264,-10.660
9204, 0.300,0.400,1.000,0.005,-0.250,-0.333,-0.833
9205, 0.300,0.400,1.000,0.250,-22.500,-30.000,-75.000
9206, 0.300,0.400,1.000,0.050,-3.198,-4.264,-10.660
9207, 0.300,0.400,1.000,0.000,-0.000,-0.000,-0.000
9208, 0.300,0.500,0.000,0.000,-0.000,-0.000,-0.000
9209, 0.300,0.500,0.000,0.050,-3.198,-5.330,-0.000
9210, 0.300,0.500,0.000,0.005,-0.250,-0.417,-0.000
9211, 0.300,0.500,0.000,0.250,-22.500,-37.500,-0.000
9212, 0.300,0.500,0.000,0.050,-3.198,-5.330,-0.000
9213, 0.300,0.500,0.000,0.250,-22.500,-37.500,-0.000
9214, 0.300,0.500,0.000,0.050,-3.198,-5.330,-0.000
9215, 0.300,0.500,0.000,0.250,-22.500,-37.500,-0.000
9216, 0.300,0.500,0.000,0.050,-3.198,-5.330,-0.000
9217, 0.300,0.500,0.000,0.005,-0.250,-0.417,-0.000
9218, 0.300,0.500,0.000,0.250,-22.500,-37.500,-0.000
9219, 0.300,0.500,0.000,0.050,-3.198,-5.330,-0.000
9220, 0.300,0.500,0.000,0.050,-3.198,-5.330,-0.000
9221, 0.300,0.500,0.000,0.005,-0.250,-0.417,-0.000
9222, 0.300,0.500,0.000,0.250,-22.500,-37.500,-0.000
9223, 0.300,0.500,0.000,0.050,-3.198,-5.330,-0.000
9224, 0.300,0.500,0.000,0.000,-0.000,-0.000,-0.000
9225, 0.300,0.500,0.000,0.050,-3.198,-5.330,-0.000
9226, 0.300,0.500,0.000,0.005,-0.250,-0.417,-0.000
9227, 0.300,0.500,0.100,0.000,-0.000,-0.000,-0.000
9228, 0.300,0.500,0.100,0.005,-0.250,-0.417,-0.083
9229, 0.300,0.500,0.100,0.050,-3.198,-5.330,-1.066
9230, 0.300,0.500,0.100,0.050,-3.198,-5.330,-1.066
9231, 0.300,0.500,0.100,0.250,-22.500,-37.500,-7.500
9232, 0.300,0.500,0.100,0.050,-3.198,-5.330,-1.066
9233, 0.300,0.500,0.100,0.250,-22.500,-37.500,-7.500
